"especie","rot","regiao","inv","faz","proj","talhao","parcela","arv","fuste","cap","ht","hdom","idade","carac","dap"
"E.grandis",1,"Botucatu",1995,36,33,6,9,1,1,50,27,NA,7.5260274,"N",15.915494
"E.grandis",1,"Botucatu",1995,36,33,6,9,2,2,58,28,NA,7.5260274,"N",18.461973
"E.grandis",1,"Botucatu",1995,36,33,6,9,3,3,50,26,NA,7.5260274,"N",15.915494
"E.grandis",1,"Botucatu",1995,36,33,6,9,4,4,21,12,NA,7.5260274,"N",6.684508
"E.grandis",1,"Botucatu",1995,36,33,6,9,6,6,55,28,NA,7.5260274,"N",17.507044
"E.grandis",1,"Botucatu",1995,36,33,6,9,7,7,49,27,NA,7.5260274,"N",15.597184
"E.grandis",1,"Botucatu",1995,36,33,6,9,8,8,53,27,NA,7.5260274,"N",16.870424
"E.grandis",1,"Botucatu",1995,36,33,6,9,9,9,28,18,NA,7.5260274,"N",8.912677
"E.grandis",1,"Botucatu",1995,36,33,6,9,10,10,56,28,NA,7.5260274,"N",17.825354
"E.grandis",1,"Botucatu",1995,36,33,6,9,11,11,53,27,NA,7.5260274,"N",16.870424
"E.grandis",1,"Botucatu",1995,36,33,6,9,14,14,65,29.5,29.5,7.5260274,"N",20.690143
"E.grandis",1,"Botucatu",1995,36,33,6,9,24,24,77,32,32,7.5260274,"N",24.509861
"E.grandis",1,"Botucatu",1995,36,33,6,9,57,57,65,28.5,28.5,7.5260274,"N",20.690143
"E.grandis",1,"Botucatu",1995,36,33,6,9,59,59,74,31.5,31.5,7.5260274,"N",23.554932
"E.grandis",1,"Botucatu",1995,36,33,6,9,65,65,66,29,29,7.5260274,"N",21.008452
"E.grandis",1,"Botucatu",1995,36,33,6,12,1,1,41,19,NA,7.53150685,"N",13.050705
"E.grandis",1,"Botucatu",1995,36,33,6,12,2,2,48,25,NA,7.53150685,"N",15.278875
"E.grandis",1,"Botucatu",1995,36,33,6,12,3,3,70,29,29,7.53150685,"N",22.281692
"E.grandis",1,"Botucatu",1995,36,33,6,12,4,4,41,25,NA,7.53150685,"N",13.050705
"E.grandis",1,"Botucatu",1995,36,33,6,12,5,5,53,26,NA,7.53150685,"N",16.870424
"E.grandis",1,"Botucatu",1995,36,33,6,12,6,6,61,27,NA,7.53150685,"N",19.416903
"E.grandis",1,"Botucatu",1995,36,33,6,12,7,7,48,25,NA,7.53150685,"N",15.278875
"E.grandis",1,"Botucatu",1995,36,33,6,12,8,8,41,24,NA,7.53150685,"N",13.050705
"E.grandis",1,"Botucatu",1995,36,33,6,12,9,9,52,27,NA,7.53150685,"N",16.552114
"E.grandis",1,"Botucatu",1995,36,33,6,12,10,10,41,19,NA,7.53150685,"N",13.050705
"E.grandis",1,"Botucatu",1995,36,33,6,12,20,20,68,27,27,7.53150685,"N",21.645072
"E.grandis",1,"Botucatu",1995,36,33,6,12,25,25,66,27.5,27.5,7.53150685,"N",21.008452
"E.grandis",1,"Botucatu",1995,36,33,6,12,66,66,71,29,29,7.53150685,"N",22.600002
"E.grandis",1,"Botucatu",1995,36,33,6,12,69,69,62,27,27,7.53150685,"N",19.735213
"E.grandis",1,"Botucatu",1995,36,33,6,14,1,1,41,22,NA,7.53150685,"N",13.050705
"E.grandis",1,"Botucatu",1995,36,33,6,14,3,3,72,27,NA,7.53150685,"N",22.918312
"E.grandis",1,"Botucatu",1995,36,33,6,14,4,4,41,23,NA,7.53150685,"N",13.050705
"E.grandis",1,"Botucatu",1995,36,33,6,14,5,5,54,25,NA,7.53150685,"N",17.188734
"E.grandis",1,"Botucatu",1995,36,33,6,14,6,6,57,26,NA,7.53150685,"N",18.143664
"E.grandis",1,"Botucatu",1995,36,33,6,14,7,7,59,27,NA,7.53150685,"N",18.780283
"E.grandis",1,"Botucatu",1995,36,33,6,14,8,8,27,12,NA,7.53150685,"N",8.594367
"E.grandis",1,"Botucatu",1995,36,33,6,14,9,9,47,24,NA,7.53150685,"N",14.960565
"E.grandis",1,"Botucatu",1995,36,33,6,14,10,10,75,29,29.5,7.53150685,"N",23.873241
"E.grandis",1,"Botucatu",1995,36,33,6,14,11,11,52,28,NA,7.53150685,"N",16.552114
"E.grandis",1,"Botucatu",1995,36,33,6,14,13,13,73,28,28,7.53150685,"N",23.236622
"E.grandis",1,"Botucatu",1995,36,33,6,14,19,19,77,27.5,27.5,7.53150685,"N",24.509861
"E.grandis",1,"Botucatu",1995,36,33,6,14,55,55,80,28.5,28.5,7.53150685,"N",25.464791
"E.grandis",1,"Botucatu",1995,36,33,6,14,58,58,80,29,29,7.53150685,"N",25.464791
"E.grandis",1,"Botucatu",1995,36,33,6,15,1,1,40,17,NA,7.53150685,"N",12.732395
"E.grandis",1,"Botucatu",1995,36,33,6,15,3,3,65,25,NA,7.53150685,"N",20.690143
"E.grandis",1,"Botucatu",1995,36,33,6,15,5,5,79,28,28,7.53150685,"N",25.146481
"E.grandis",1,"Botucatu",1995,36,33,6,15,6,6,32,16,NA,7.53150685,"N",10.185916
"E.grandis",1,"Botucatu",1995,36,33,6,15,7,7,74,28,28,7.53150685,"N",23.554932
"E.grandis",1,"Botucatu",1995,36,33,6,15,8,8,50,25,NA,7.53150685,"N",15.915494
"E.grandis",1,"Botucatu",1995,36,33,6,15,9,9,34,17,NA,7.53150685,"N",10.822536
"E.grandis",1,"Botucatu",1995,36,33,6,15,10,10,73,27,27.5,7.53150685,"N",23.236622
"E.grandis",1,"Botucatu",1995,36,33,6,15,11,11,55,25,NA,7.53150685,"N",17.507044
"E.grandis",1,"Botucatu",1995,36,33,6,15,46,46,78,29,29,7.53150685,"N",24.828171
"E.grandis",1,"Botucatu",1995,36,33,6,15,55,55,75,27.5,27.5,7.53150685,"N",23.873241
"E.grandis",1,"Botucatu",1995,36,33,6,16,1,1,47,29,NA,7.51780822,"N",14.960565
"E.grandis",1,"Botucatu",1995,36,33,6,16,2,2,54,30,NA,7.51780822,"N",17.188734
"E.grandis",1,"Botucatu",1995,36,33,6,16,3,3,29,16,NA,7.51780822,"N",9.230987
"E.grandis",1,"Botucatu",1995,36,33,6,16,4,4,65,31,NA,7.51780822,"N",20.690143
"E.grandis",1,"Botucatu",1995,36,33,6,16,6,6,48,27,NA,7.51780822,"N",15.278875
"E.grandis",1,"Botucatu",1995,36,33,6,16,7,7,68,31,NA,7.51780822,"N",21.645072
"E.grandis",1,"Botucatu",1995,36,33,6,16,8,8,59,31,NA,7.51780822,"N",18.780283
"E.grandis",1,"Botucatu",1995,36,33,6,16,9,9,33,23,NA,7.51780822,"N",10.504226
"E.grandis",1,"Botucatu",1995,36,33,6,16,10,10,51,29,NA,7.51780822,"N",16.233804
"E.grandis",1,"Botucatu",1995,36,33,6,16,11,11,30,21,NA,7.51780822,"N",9.549297
"E.grandis",1,"Botucatu",1995,36,33,6,16,24,24,75,31,31,7.51780822,"N",23.873241
"E.grandis",1,"Botucatu",1995,36,33,6,16,37,37,77,30,30,7.51780822,"N",24.509861
"E.grandis",1,"Botucatu",1995,36,33,6,16,52,52,72,30.5,30.5,7.51780822,"N",22.918312
"E.grandis",1,"Botucatu",1995,36,33,6,16,58,58,83,35,35,7.51780822,"N",26.419721
"E.grandis",1,"Botucatu",1995,36,33,6,16,65,65,69,30,30,7.51780822,"N",21.963382
"E.grandis",1,"Botucatu",1995,36,33,6,17,1,1,71,27,27.5,7.53150685,"N",22.600002
"E.grandis",1,"Botucatu",1995,36,33,6,17,2,2,54,25,NA,7.53150685,"N",17.188734
"E.grandis",1,"Botucatu",1995,36,33,6,17,3,3,53,25,NA,7.53150685,"N",16.870424
"E.grandis",1,"Botucatu",1995,36,33,6,17,4,4,38,17,NA,7.53150685,"N",12.095776
"E.grandis",1,"Botucatu",1995,36,33,6,17,5,5,74,28,28.5,7.53150685,"N",23.554932
"E.grandis",1,"Botucatu",1995,36,33,6,17,7,7,64,27,NA,7.53150685,"N",20.371833
"E.grandis",1,"Botucatu",1995,36,33,6,17,8,8,53,25,NA,7.53150685,"N",16.870424
"E.grandis",1,"Botucatu",1995,36,33,6,17,10,10,40,21,NA,7.53150685,"N",12.732395
"E.grandis",1,"Botucatu",1995,36,33,6,17,11,11,46,24,NA,7.53150685,"N",14.642255
"E.grandis",1,"Botucatu",1995,36,33,6,17,12,12,50,24,NA,7.53150685,"N",15.915494
"E.grandis",1,"Botucatu",1995,36,33,6,17,29,29,66,27.5,27.5,7.53150685,"N",21.008452
"E.grandis",1,"Botucatu",1995,36,33,6,17,33,33,71,28,28,7.53150685,"N",22.600002
"E.grandis",1,"Botucatu",1995,36,33,6,17,67,67,65,26.5,26.5,7.53150685,"N",20.690143
"E.grandis",1,"Botucatu",1995,36,33,6,18,1,1,55,27,NA,7.53150685,"N",17.507044
"E.grandis",1,"Botucatu",1995,36,33,6,18,2,2,59,25,NA,7.53150685,"N",18.780283
"E.grandis",1,"Botucatu",1995,36,33,6,18,3,3,32,16,NA,7.53150685,"N",10.185916
"E.grandis",1,"Botucatu",1995,36,33,6,18,4,4,45,22,NA,7.53150685,"N",14.323945
"E.grandis",1,"Botucatu",1995,36,33,6,18,5,5,42,23,NA,7.53150685,"N",13.369015
"E.grandis",1,"Botucatu",1995,36,33,6,18,6,6,50,25,NA,7.53150685,"N",15.915494
"E.grandis",1,"Botucatu",1995,36,33,6,18,7,7,37,19,NA,7.53150685,"N",11.777466
"E.grandis",1,"Botucatu",1995,36,33,6,18,8,8,43,24,NA,7.53150685,"N",13.687325
"E.grandis",1,"Botucatu",1995,36,33,6,18,9,9,72,26,26.5,7.53150685,"N",22.918312
"E.grandis",1,"Botucatu",1995,36,33,6,18,10,10,31,17,NA,7.53150685,"N",9.867606
"E.grandis",1,"Botucatu",1995,36,33,6,18,13,13,62,27,27,7.53150685,"N",19.735213
"E.grandis",1,"Botucatu",1995,36,33,6,18,16,16,66,27,27,7.53150685,"N",21.008452
"E.grandis",1,"Botucatu",1995,36,33,6,18,18,18,63,25,25,7.53150685,"N",20.053523
"E.grandis",1,"Botucatu",1995,36,33,6,18,27,27,64,27.5,27.5,7.53150685,"N",20.371833
"E.grandis",1,"Botucatu",1995,36,33,6,22,1,1,58,26,NA,7.5260274,"N",18.461973
"E.grandis",1,"Botucatu",1995,36,33,6,22,2,2,33,19,NA,7.5260274,"N",10.504226
"E.grandis",1,"Botucatu",1995,36,33,6,22,3,3,63,27,NA,7.5260274,"N",20.053523
"E.grandis",1,"Botucatu",1995,36,33,6,22,4,4,48,27,NA,7.5260274,"N",15.278875
"E.grandis",1,"Botucatu",1995,36,33,6,22,5,5,55,27,NA,7.5260274,"N",17.507044
"E.grandis",1,"Botucatu",1995,36,33,6,22,6,6,48,25,NA,7.5260274,"N",15.278875
"E.grandis",1,"Botucatu",1995,36,33,6,22,7,7,63,28,NA,7.5260274,"N",20.053523
"E.grandis",1,"Botucatu",1995,36,33,6,22,9,9,61,27,NA,7.5260274,"N",19.416903
"E.grandis",1,"Botucatu",1995,36,33,6,22,10,10,44,24,NA,7.5260274,"N",14.005635
"E.grandis",1,"Botucatu",1995,36,33,6,22,11,11,55,26,NA,7.5260274,"N",17.507044
"E.grandis",1,"Botucatu",1995,36,33,6,22,17,17,67,27.5,27.5,7.5260274,"N",21.326762
"E.grandis",1,"Botucatu",1995,36,33,6,22,20,20,77,28.5,28.5,7.5260274,"N",24.509861
"E.grandis",1,"Botucatu",1995,36,33,6,22,57,57,78,33,33,7.5260274,"N",24.828171
"E.grandis",1,"Botucatu",1995,36,33,6,22,67,67,70,29,29,7.5260274,"N",22.281692
"E.grandis",1,"Botucatu",1995,36,33,6,22,68,68,65,27.5,27.5,7.5260274,"N",20.690143
"E.grandis",1,"Botucatu",1995,36,33,6,23,1,1,33,16,NA,7.5260274,"N",10.504226
"E.grandis",1,"Botucatu",1995,36,33,6,23,3,3,40,16,NA,7.5260274,"N",12.732395
"E.grandis",1,"Botucatu",1995,36,33,6,23,4,4,67,29,29.5,7.5260274,"N",21.326762
"E.grandis",1,"Botucatu",1995,36,33,6,23,5,5,52,28,NA,7.5260274,"N",16.552114
"E.grandis",1,"Botucatu",1995,36,33,6,23,6,6,34,21,NA,7.5260274,"N",10.822536
"E.grandis",1,"Botucatu",1995,36,33,6,23,7,7,38,22,NA,7.5260274,"N",12.095776
"E.grandis",1,"Botucatu",1995,36,33,6,23,8,8,48,25,NA,7.5260274,"N",15.278875
"E.grandis",1,"Botucatu",1995,36,33,6,23,9,9,57,27,NA,7.5260274,"N",18.143664
"E.grandis",1,"Botucatu",1995,36,33,6,23,10,10,61,29,NA,7.5260274,"N",19.416903
"E.grandis",1,"Botucatu",1995,36,33,6,23,11,11,57,30,NA,7.5260274,"N",18.143664
"E.grandis",1,"Botucatu",1995,36,33,6,23,16,16,69,28.5,28.5,7.5260274,"N",21.963382
"E.grandis",1,"Botucatu",1995,36,33,6,23,21,21,64,27.5,27.5,7.5260274,"N",20.371833
"E.grandis",1,"Botucatu",1995,36,33,6,23,40,40,62,27,27,7.5260274,"N",19.735213
"E.grandis",1,"Botucatu",1995,36,33,6,23,43,43,70,30,30,7.5260274,"N",22.281692
"E.grandis",1,"Botucatu",1995,36,33,6,24,1,1,47,26,NA,7.5260274,"N",14.960565
"E.grandis",1,"Botucatu",1995,36,33,6,24,2,2,45,26,NA,7.5260274,"N",14.323945
"E.grandis",1,"Botucatu",1995,36,33,6,24,3,3,46,26,NA,7.5260274,"N",14.642255
"E.grandis",1,"Botucatu",1995,36,33,6,24,4,4,50,28,NA,7.5260274,"N",15.915494
"E.grandis",1,"Botucatu",1995,36,33,6,24,5,5,20,10,NA,7.5260274,"N",6.366198
"E.grandis",1,"Botucatu",1995,36,33,6,24,6,6,49,26,NA,7.5260274,"N",15.597184
